candidate,won,first_win_tick,best_10_tick_flow,best_10_tick_swaps,total_swaps,total_reactions,sustained_ticks,active_cells,glowing_cells,non_glowing_required_cells,missing_required_resources,non_glowing_cell_ids,final_score,connected_cells,layout_score,diagnostics
0,false,-1,13.50,135,10254,4446,0,16,7,9,0,cell-a-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-l-001|red-myco-002,16008,16,1750976,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-i-001,cell-k-002,cell-l-001]|[cell-f-002]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-i-001,cell-k-002,cell-l-001]|[cell-f-002]|[red-myco-002]"
180,false,-1,10.00,100,5883,2714,0,11,4,12,5,cell-a-001|cell-b-001|cell-e-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-002|cell-l-001|red-myco-002,-14824,16,1083544,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-002,cell-l-001,red-myco-002;missingResources=A,E,H,I,L;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-g-001,cell-j-001,cell-k-001,red-myco-001]|[cell-a-001]|[cell-e-001]|[cell-f-002]|[cell-h-001]|[cell-i-001]|[cell-k-002]|[cell-l-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-g-001,cell-j-001,cell-k-001,red-myco-001]|[cell-a-001]|[cell-e-001]|[cell-f-002]|[cell-h-001]|[cell-i-001]|[cell-k-002]|[cell-l-001]|[red-myco-002]"
181,false,-1,12.20,122,6798,2714,0,14,4,12,4,cell-a-001|cell-b-001|cell-e-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-002|cell-l-001|red-myco-002,-8507,16,1439105,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-002,cell-l-001,red-myco-002;missingResources=A,E,H,L;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-g-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-002,cell-k-002]|[cell-a-001]|[cell-e-001]|[cell-h-001]|[cell-i-001]|[cell-l-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-g-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-002,cell-k-002]|[cell-a-001]|[cell-e-001]|[cell-h-001]|[cell-i-001]|[cell-l-001]|[red-myco-002]"
182,false,-1,12.20,122,8790,5551,0,14,6,10,3,cell-a-001|cell-b-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-l-001|red-myco-001|red-myco-002,27632,16,1559019,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,red-myco-001,red-myco-002;missingResources=A,E,H;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-e-001]|[cell-h-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-e-001]|[cell-h-001]|[red-myco-001]|[red-myco-002]"
183,false,-1,16.70,167,13792,8462,0,16,12,4,0,cell-a-001|cell-b-001|cell-i-001|cell-l-001,64399,16,1794207,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-i-001,cell-l-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002]"
184,false,-1,13.00,130,8229,4591,0,15,6,10,5,cell-a-001|cell-b-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-002,15214,16,1705726,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-002;missingResources=A,E,G,H,J;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[red-myco-002]"
185,false,-1,10.20,102,6068,2796,0,14,4,12,6,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-002,-9946,16,1508157,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-002;missingResources=A,B,E,G,H,J;strong=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001]|[cell-b-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-002];weak=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001]|[cell-b-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-002]"
186,false,-1,11.90,119,8178,4444,0,14,5,11,2,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-g-001|cell-h-001|cell-i-001|cell-k-001|cell-l-001|red-myco-001|red-myco-002,11635,16,1372584,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-k-001,cell-l-001,red-myco-001,red-myco-002;missingResources=B,C;strong=[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-b-001]|[cell-c-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-b-001]|[cell-c-001]|[red-myco-001]|[red-myco-002]"
187,false,-1,10.30,103,5634,1902,0,14,2,14,7,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-001|red-myco-002,-18900,16,1320595,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-001,red-myco-002;missingResources=A,B,D,E,G,H,J;strong=[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-b-001,cell-c-001]|[cell-a-001]|[cell-d-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002];weak=[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-b-001,cell-c-001]|[cell-a-001]|[cell-d-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002]"
188,false,-1,16.90,169,14138,7195,0,16,10,6,0,cell-a-001|cell-b-001|cell-e-001|cell-i-001|cell-j-001|cell-l-001,49211,16,1795867,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-e-001,cell-i-001,cell-j-001,cell-l-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002]"
189,false,-1,13.40,134,10318,4291,0,15,7,9,0,cell-a-001|cell-b-001|cell-d-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-l-001|red-myco-002,11303,16,1374888,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-f-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-f-001]|[red-myco-002]"
190,false,-1,12.00,120,7329,3700,0,14,5,11,5,cell-a-001|cell-b-001|cell-e-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-002,2427,16,1509304,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-e-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-002;missingResources=A,E,G,H,J;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001]|[cell-e-001]|[cell-f-002]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001]|[cell-e-001]|[cell-f-002]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[red-myco-002]"
191,false,-1,15.00,150,10745,4812,0,16,7,9,1,cell-a-001|cell-b-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-k-002|cell-l-001|red-myco-002,19398,16,1654933,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-k-002,cell-l-001,red-myco-002;missingResources=I;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[cell-i-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[cell-i-001]|[red-myco-002]"
192,false,-1,13.90,139,9469,4691,0,15,5,11,0,cell-a-001|cell-b-001|cell-c-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-001|red-myco-002,17322,16,1502143,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-001,red-myco-002;missingResources=none;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002]"
193,false,-1,8.90,89,4628,1902,0,11,3,13,7,cell-a-001|cell-b-001|cell-e-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-k-002|cell-l-001|red-myco-002,-25474,16,1104266,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-002;missingResources=A,E,G,H,I,J,L;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-k-001,red-myco-001]|[cell-a-001]|[cell-e-001]|[cell-f-002]|[cell-g-001]|[cell-h-001]|[cell-i-001]|[cell-j-001]|[cell-k-002]|[cell-l-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-k-001,red-myco-001]|[cell-a-001]|[cell-e-001]|[cell-f-002]|[cell-g-001]|[cell-h-001]|[cell-i-001]|[cell-j-001]|[cell-k-002]|[cell-l-001]|[red-myco-002]"
194,false,-1,11.40,114,5543,1902,0,14,3,13,6,cell-a-001|cell-b-001|cell-e-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-k-002|cell-l-001|red-myco-002,-19159,16,1507603,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-002;missingResources=A,E,G,H,J,L;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-k-001,red-myco-001]|[cell-f-002,cell-k-002]|[cell-a-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-i-001]|[cell-j-001]|[cell-l-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-k-001,red-myco-001]|[cell-f-002,cell-k-002]|[cell-a-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-i-001]|[cell-j-001]|[cell-l-001]|[red-myco-002]"
195,false,-1,11.00,110,7388,4582,0,14,5,11,5,cell-a-001|cell-b-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-001|red-myco-002,15100,16,1628406,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-001,red-myco-002;missingResources=A,E,G,H,J;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[red-myco-001]|[red-myco-002]"
196,false,-1,13.00,130,10206,4648,0,15,7,9,2,cell-a-001|cell-b-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001,15891,16,1610407,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001;missingResources=G,J;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-h-001,red-myco-002]|[cell-g-001]|[cell-j-001];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-h-001,red-myco-002]|[cell-g-001]|[cell-j-001]"
197,false,-1,12.40,124,8642,4590,0,14,6,10,1,cell-a-001|cell-b-001|cell-c-001|cell-e-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-001,14291,16,1398353,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-001;missingResources=A;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-a-001]|[cell-k-001]|[red-myco-001];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-a-001]|[cell-k-001]|[red-myco-001]"
198,false,-1,10.30,103,8272,3587,0,13,6,10,2,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001,-462,16,1342624,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001;missingResources=A,B;strong=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-a-001]|[cell-b-001]|[cell-k-001];weak=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-a-001]|[cell-b-001]|[cell-k-001]"
199,false,-1,11.60,116,7416,3587,0,14,5,11,3,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-001,1347,16,1260311,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-001;missingResources=A,B,C;strong=[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-a-001]|[cell-b-001]|[cell-c-001]|[cell-k-001]|[red-myco-001];weak=[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-a-001]|[cell-b-001]|[cell-c-001]|[cell-k-001]|[red-myco-001]"
200,false,-1,10.60,106,7838,2693,0,14,4,12,3,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-f-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-001,-9418,16,1207212,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-001;missingResources=A,B,D;strong=[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-b-001,cell-c-001]|[cell-a-001]|[cell-d-001]|[cell-k-001]|[red-myco-001];weak=[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-b-001,cell-c-001]|[cell-a-001]|[cell-d-001]|[cell-k-001]|[red-myco-001]"
201,false,-1,14.10,141,9045,4902,0,15,7,9,1,cell-a-001|cell-b-001|cell-c-001|cell-e-001|cell-h-001|cell-i-001|cell-k-001|cell-l-001|red-myco-001,19855,16,1543753,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-h-001,cell-i-001,cell-k-001,cell-l-001,red-myco-001;missingResources=A;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-a-001]|[red-myco-001];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-a-001]|[red-myco-001]"
202,false,-1,10.20,102,7023,2837,0,13,5,11,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-f-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001,-8862,16,1129098,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001;missingResources=A;strong=[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-c-001,cell-d-001,red-myco-001]|[cell-a-001]|[cell-b-001]|[cell-f-001]|[cell-k-001];weak=[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-c-001,cell-d-001,red-myco-001]|[cell-a-001]|[cell-b-001]|[cell-f-001]|[cell-k-001]"
203,false,-1,11.40,114,7742,3699,0,13,5,11,1,cell-a-001|cell-b-001|cell-c-001|cell-e-001|cell-f-002|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-001,1504,16,1258473,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-f-002,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-001;missingResources=A;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-i-001,cell-k-002,cell-l-001]|[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-a-001]|[cell-f-002]|[cell-k-001]|[red-myco-001];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-i-001,cell-k-002,cell-l-001]|[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-a-001]|[cell-f-002]|[cell-k-001]|[red-myco-001]"
204,false,-1,9.50,95,6231,3692,0,13,4,12,5,cell-a-001|cell-b-001|cell-c-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-001|red-myco-002,-95,16,1403444,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-001,red-myco-002;missingResources=A,E,G,H,J;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002]"
205,false,-1,12.00,120,8045,3692,0,13,4,12,3,cell-a-001|cell-b-001|cell-c-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-001|red-myco-002,802,16,1285169,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-001,red-myco-002;missingResources=A,G,H;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-g-001,cell-j-001]|[cell-a-001]|[cell-e-001]|[cell-h-001]|[cell-k-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-g-001,cell-j-001]|[cell-a-001]|[cell-e-001]|[cell-h-001]|[cell-k-001]|[red-myco-001]|[red-myco-002]"
206,false,-1,8.40,84,5006,1901,0,10,3,13,4,cell-a-001|cell-b-001|cell-c-001|cell-e-001|cell-f-001|cell-f-002|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-k-002|cell-l-001|red-myco-001,-26399,16,1043853,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-f-001,cell-f-002,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001;missingResources=A,I,K,L;strong=[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-b-001,cell-c-001,cell-d-001,cell-f-001]|[cell-a-001]|[cell-f-002]|[cell-i-001]|[cell-k-001]|[cell-k-002]|[cell-l-001]|[red-myco-001];weak=[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-b-001,cell-c-001,cell-d-001,cell-f-001]|[cell-a-001]|[cell-f-002]|[cell-i-001]|[cell-k-001]|[cell-k-002]|[cell-l-001]|[red-myco-001]"
207,false,-1,10.70,107,5921,1901,0,13,3,13,2,cell-a-001|cell-b-001|cell-c-001|cell-e-001|cell-f-001|cell-f-002|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-k-002|cell-l-001|red-myco-001,-20080,16,1256760,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-f-001,cell-f-002,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001;missingResources=A,L;strong=[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-b-001,cell-c-001,cell-d-001,cell-f-001]|[cell-f-002,cell-k-002]|[cell-a-001]|[cell-i-001]|[cell-k-001]|[cell-l-001]|[red-myco-001];weak=[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-b-001,cell-c-001,cell-d-001,cell-f-001]|[cell-f-002,cell-k-002]|[cell-a-001]|[cell-i-001]|[cell-k-001]|[cell-l-001]|[red-myco-001]"
